1710613380	10	-10
1710613381	10	-10
1710613382	10	-10
1710613383	10	-10
1710613384	10	-10
1710613385	10	-10
1710613386	10	-10
1710613387	10	-10
1710613388	10	-10
1710613389	10	-10
1710613390	10	-10
1710613391	10	-10
1710613392	10	-10
1710613393	10	-10
1710613394	10	-10
1710613395	10	-10
1710613396	10	-10
1710613397	10	-10
1710613398	10	-10
1710613399	10	-10
1710613400	10	-10
1710613401	10	-10
1710613402	10	-10
1710613403	10	-10
1710613404	10	-10
1710613405	10	-10
1710613406	10	-10
1710613407	10	-10
1710613408	10	-10
1710613409	10	-10
1710613410	10	-10
1710613411	10	-10
1710613412	10	-10
1710613413	10	-10
1710613414	10	-10
1710613415	5.161	5.161
1710613416	5.161	5.161
1710613417	10	-10
1710613418	5.245	5.245
1710613419	5.245	5.245
1710613420	10	-10
1710613421	10	-10
1710613422	10	-10
1710613423	10	-10
1710613424	10	-10
1710613425	10	-10
1710613426	10	-10
1710613427	10	-10
1710613428	10	-10
1710613429	10	-10
1710613430	10	-10
1710613431	10	-10
1710613432	10	-10
1710613433	4.721	4.721
1710613434	4.721	4.721
1710613435	10	-10
1710613436	10	-10
1710613437	10	-10
1710613438	5.18	5.18
1710613439	5.18	5.18
1710613440	10	-10
1710613441	10	-10
1710613442	10	-10
1710613443	10	-10
1710613444	10	-10
1710613445	10	-10
1710613446	5.128	5.128
1710613447	5.128	5.128
1710613448	10	-10
1710613449	10	-10
1710613450	10	-10
1710613451	5.006	5.006
1710613452	5.006	5.006
1710613453	10	-10
1710613454	10	-10
1710613455	10	-10
1710613456	4.65	4.65
1710613457	4.65	4.65
1710613458	10	-10
1710613459	4.81	4.81
1710613460	4.81	4.81
1710613461	10	-10
1710613462	10	-10
1710613463	5.138	5.138
1710613464	5.138	5.138
1710613465	10	-10
1710613466	10	-10
1710613467	10	-10
1710613468	10	-10
1710613469	5.011	5.011
1710613470	5.011	5.011
1710613471	10	-10
1710613472	10	-10
1710613473	10	-10
1710613474	5.662	5.662
1710613475	5.662	5.662
1710613476	10	-10
1710613477	10	-10
1710613478	10	-10
1710613479	4.571	4.571
1710613480	4.571	4.571
1710613481	10	-10
1710613482	10	-10
1710613483	10	-10
1710613484	4.477	4.477
1710613485	4.477	4.477
1710613486	10	-10
1710613487	10	-10
1710613488	10	-10
1710613489	5.17	5.17
1710613490	5.17	5.17
1710613491	10	-10
1710613492	10	-10
1710613493	10	-10
1710613494	10	-10
1710613495	10	-10
1710613496	10	-10
1710613497	10	-10
1710613498	10	-10
1710613499	5.142	5.142
1710613500	5.142	5.142
1710613501	10	-10
1710613502	10	-10
1710613503	10	-10
1710613504	4.992	4.992
1710613505	4.992	4.992
1710613506	10	-10
1710613507	10	-10
1710613508	10	-10
1710613509	5.086	5.086
1710613510	5.086	5.086
1710613511	10	-10
1710613512	10	-10
1710613513	10	-10
1710613514	4.908	4.908
1710613515	4.908	4.908
1710613516	10	-10
1710613517	10	-10
1710613518	10	-10
1710613519	4.58	4.58
1710613520	4.58	4.58
1710613521	10	-10
1710613522	10	-10
1710613523	10	-10
1710613524	5.84	5.84
1710613525	5.84	5.84
1710613526	10	-10
1710613527	10	-10
1710613528	10	-10
1710613529	10	-10
1710613530	10	-10
1710613531	10	-10
1710613532	10	-10
1710613533	10	-10
1710613534	4.894	4.894
1710613535	4.894	4.894
1710613536	10	-10
1710613537	5.765	5.765
1710613538	5.765	5.765
1710613539	10	-10
1710613540	10	-10
1710613541	10	-10
1710613542	5.545	5.545
1710613543	5.545	5.545
1710613544	10	-10
1710613545	10	-10
1710613546	10	-10
1710613547	4.866	4.866
1710613548	4.866	4.866
1710613549	10	-10
1710613550	10	-10
1710613551	10	-10
1710613552	4.936	4.936
1710613553	4.936	4.936
1710613554	10	-10
1710613555	10	-10
1710613556	10	-10
1710613557	4.618	4.618
1710613558	4.618	4.618
1710613559	10	-10
1710613560	10	-10
1710613561	10	-10
1710613562	10	-10
1710613563	4.65	4.65
1710613564	4.65	4.65
1710613565	10	-10
1710613566	10	-10
1710613567	10	-10
1710613568	4.5	4.5
1710613569	4.5	4.5
1710613570	10	-10
1710613571	10	-10
1710613572	10	-10
1710613573	5.105	5.105
1710613574	5.105	5.105
1710613575	10	-10
1710613576	10	-10
1710613577	10	-10
1710613578	5.213	5.213
1710613579	5.213	5.213
1710613580	10	-10
1710613581	10	-10
1710613582	10	-10
1710613583	5.095	5.095
1710613584	5.095	5.095
1710613585	10	-10
1710613586	10	-10
1710613587	10	-10
1710613588	4.926	4.926
1710613589	4.926	4.926
1710613590	10	-10
1710613591	10	-10
1710613592	10	-10
1710613593	4.847	4.847
1710613594	4.847	4.847
1710613595	10	-10
1710613596	10	-10
1710613597	10	-10
1710613598	4.889	4.889
1710613599	4.889	4.889
1710613600	10	-10
1710613601	10	-10
1710613602	10	-10
1710613603	10	-10
1710613604	10	-10
1710613605	10	-10
1710613606	10	-10
1710613607	10	-10
1710613608	10	-10
1710613609	10	-10
1710613610	10	-10
1710613611	10	-10
1710613612	10	-10
1710613613	10	-10
1710613614	10	-10
1710613615	10	-10
1710613616	10	-10
1710613617	10	-10
1710613618	10	-10
1710613619	10	-10
1710613620	10	-10
1710613621	10	-10
1710613622	10	-10
1710613623	10	-10
1710613624	10	-10
1710613625	10	-10
1710613626	10	-10
1710613627	10	-10
1710613628	10	-10
1710613629	10	-10
1710613630	10	-10
1710613631	10	-10
1710613632	10	-10
1710613633	10	-10
1710613634	10	-10
1710613635	10	-10
1710613636	10	-10
1710613637	10	-10
1710613638	10	-10
1710613639	10	-10
1710613640	10	-10
1710613641	10	-10
1710613642	10	-10
1710613643	10	-10
1710613644	10	-10
1710613645	10	-10
1710613646	10	-10
1710613647	10	-10
1710613648	10	-10
1710613649	10	-10
1710613650	10	-10
1710613651	10	-10
1710613652	10	-10
1710613653	10	-10
1710613654	10	-10
1710613655	10	-10
1710613656	10	-10
1710613657	10	-10
1710613658	10	-10
1710613659	10	-10
1710613660	10	-10
1710613661	10	-10
1710613662	10	-10
1710613663	10	-10
1710613664	10	-10
1710613665	10	-10
1710613666	10	-10
1710613667	10	-10
1710613668	10	-10
1710613669	10	-10
1710613670	10	-10
1710613671	10	-10
1710613672	10	-10
1710613673	10	-10
1710613674	10	-10
1710613675	10	-10
1710613676	10	-10
1710613677	10	-10
1710613678	10	-10
1710613679	10	-10
1710613680	10	-10
1710613681	10	-10
1710613682	10	-10
1710613683	10	-10
1710613684	10	-10
1710613685	10	-10
1710613686	10	-10
1710613687	10	-10
1710613688	10	-10
1710613689	10	-10
1710613690	10	-10
1710613691	10	-10
1710613692	10	-10
1710613693	10	-10
1710613694	10	-10
1710613695	10	-10
1710613696	10	-10
1710613697	10	-10
1710613698	10	-10
1710613699	10	-10
1710613700	10	-10
1710613701	10	-10
1710613702	10	-10
1710613703	10	-10
1710613704	10	-10
1710613705	10	-10
1710613706	10	-10
1710613707	10	-10
1710613708	10	-10
1710613709	10	-10
1710613710	10	-10
1710613711	10	-10
1710613712	10	-10
1710613713	10	-10
1710613714	10	-10
1710613715	10	-10
1710613716	10	-10
1710613717	10	-10
1710613718	10	-10
1710613719	10	-10
1710613720	10	-10
1710613721	10	-10
1710613722	10	-10
1710613723	10	-10
1710613724	10	-10
1710613725	10	-10
1710613726	10	-10
1710613727	10	-10
1710613728	10	-10
1710613729	10	-10
1710613730	10	-10
1710613731	10	-10
1710613732	10	-10
1710613733	10	-10
1710613734	10	-10
1710613735	10	-10
1710613736	10	-10
1710613737	10	-10
1710613738	10	-10
1710613739	10	-10
1710613740	10	-10
1710613741	10	-10
1710613742	10	-10
1710613743	10	-10
1710613744	10	-10
1710613745	10	-10
1710613746	10	-10
1710613747	10	-10
1710613748	10	-10
1710613749	10	-10
1710613750	10	-10
1710613751	10	-10
1710613752	10	-10
1710613753	10	-10
1710613754	10	-10
1710613755	10	-10
1710613756	10	-10
1710613757	10	-10
1710613758	10	-10
1710613759	10	-10
1710613760	10	-10
1710613761	10	-10
1710613762	10	-10
1710613763	10	-10
1710613764	10	-10
1710613765	10	-10
1710613766	10	-10
1710613767	10	-10
1710613768	10	-10
1710613769	10	-10
1710613770	10	-10
1710613771	10	-10
1710613772	10	-10
1710613773	10	-10
1710613774	10	-10
1710613775	10	-10
1710613776	10	-10
1710613777	10	-10
1710613778	10	-10
1710613779	10	-10
1710613780	10	-10
1710613781	10	-10
1710613782	10	-10
1710613783	10	-10
1710613784	10	-10
1710613785	10	-10
1710613786	5.189	5.189
1710613787	5.189	5.189
1710613788	10	-10
1710613789	10	-10
1710613790	10	-10
1710613791	5.109	5.109
1710613792	5.109	5.109
1710613793	10	-10
1710613794	10	-10
1710613795	10	-10
1710613796	10	-10
1710613797	10	-10
1710613798	5.194	5.194
1710613799	5.194	5.194
1710613800	10	-10
1710613801	4.973	4.973
1710613802	4.838	4.973
1710613803	4.838	5.845
1710613804	5.737	5.845
1710613805	5.517	5.99
1710613806	5.517	5.99
1710613807	5.166	5.672
1710613808	5.166	5.357
1710613809	10	-10
1710613810	10	-10
1710613811	10	-10
1710613812	10	-10
1710613813	10	-10
1710613814	10	-10
1710613815	10	-10
1710613816	10	-10
1710613817	10	-10
1710613818	10	-10
1710613819	10	-10
1710613820	10	-10
1710613821	10	-10
1710613822	4.912	5.166
1710613823	4.912	5.418
1710613824	5.371	5.418
1710613825	5.371	5.489
1710613826	5.39	5.489
1710613827	5.39	5.479
1710613828	5.39	5.451
1710613829	5.39	5.451
1710613830	10	-10
1710613831	10	-10
1710613832	10	-10
1710613833	5.418	5.418
1710613834	5.418	5.418
1710613835	10	-10
1710613836	10	-10
1710613837	5.395	5.395
1710613838	5.395	5.447
1710613839	5.418	5.447
1710613840	5.418	5.461
1710613841	5.409	5.461
1710613842	5.404	5.409
1710613843	5.404	5.404
1710613844	10	-10
1710613845	6.416	6.416
1710613846	6.416	6.416
1710613847	6.416	6.416
1710613848	10	-10
1710613849	10	-10
1710613850	10	-10
1710613851	10	-10
1710613852	10	-10
1710613853	10	-10
1710613854	10	-10
1710613855	10	-10
1710613856	6.698	6.698
1710613857	6.698	6.698
1710613858	6.698	6.698
1710613859	10	-10
1710613860	10	-10
1710613861	4.749	4.749
1710613862	4.749	4.749
1710613863	4.749	4.749
1710613864	10	-10
1710613865	10	-10
1710613866	4.857	4.857
1710613867	4.857	4.857
1710613868	4.857	4.857
1710613869	4.857	4.857
1710613870	10	-10
1710613871	5.353	5.353
1710613872	5.353	5.353
1710613873	5.353	5.353
1710613874	10	-10
1710613875	10	-10
1710613876	4.636	4.636
1710613877	4.636	4.636
1710613878	10	-10
1710613879	10	-10
1710613880	4.8	4.8
1710613881	4.8	4.8
1710613882	4.8	4.8
1710613883	10	-10
1710613884	10	-10
1710613885	4.66	4.66
1710613886	4.66	4.66
1710613887	4.66	4.66
1710613888	10	-10
